City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,kirakira,-10.4544,161.9205,83.84,76,65,8.84,SB,1686448198
359,sargur,11.9833,76.4167,74.14,83,95,9.35,IN,1686448199
360,yalutorovsk,56.6536,66.3006,58.1,76,99,9.64,RU,1686448199
361,fuerte olimpo,-21.0415,-57.8738,76.48,53,1,7.34,PY,1686448057
362,rio de janeiro,-22.9028,-43.2075,75.16,69,0,4.61,BR,1686447807
363,ilhabela,-23.7781,-45.3581,70.45,64,0,6.22,BR,1686448201
364,clarion,41.2148,-79.3853,70.77,84,100,2.33,US,1686447973
365,hithadhoo,-0.6,73.0833,83.07,75,42,6.29,MV,1686448202
366,briar,32.9951,-97.5428,85.42,63,51,11.01,US,1686448202
367,novopskov,49.5464,39.0899,60.08,90,100,18.43,UA,1686448203
368,zhangye,38.9342,100.4517,81.03,18,100,8.25,CN,1686448041
369,charters towers,-20.1,146.2667,74.93,54,66,11.05,AU,1686448204
370,whitehorse,60.7161,-135.0538,63.1,33,75,17.27,CA,1686448204
371,parral,26.9333,-105.6667,82.42,16,79,16.35,MX,1686448205
372,tarawa,1.419,172.984,89.69,70,20,10.36,KI,1686448205
373,manokwari,-0.8667,134.0833,83.75,68,23,2.89,ID,1686448206
374,tabou,4.423,-7.3528,77.74,84,100,12.41,CI,1686448206
375,beberibe,-4.1797,-38.1306,76.3,89,0,7.2,BR,1686448206
376,erdenet,49.0333,104.0833,71.44,30,12,1.16,MN,1686447961
377,tazacorte,28.629,-17.9293,68.97,75,0,8.05,ES,1686448207
378,tynda,55.1667,124.7167,73.24,51,100,5.3,RU,1686448207
379,arish,31.1316,33.7984,71.69,78,5,3.47,EG,1686448208
380,vorkuta,67.5,64.0,48.13,79,100,9.84,RU,1686448083
381,green river,41.5286,-109.4662,64.8,46,98,1.99,US,1686448209
382,port saint john's,-31.6229,29.5448,56.43,71,0,6.89,ZA,1686448084
383,hutchinson,38.0608,-97.9298,80.55,54,0,6.91,US,1686448020
384,macapa,0.0389,-51.0664,80.58,89,20,4.61,BR,1686448209
385,taltal,-25.4,-70.4833,60.73,84,12,1.59,CL,1686448210
386,arlon,49.6833,5.8167,65.61,78,6,6.69,BE,1686448210
387,caratinga,-19.7897,-42.1392,63.64,77,0,2.82,BR,1686448210
388,wittenberge,53.0,11.75,58.03,74,18,8.05,DE,1686448210
389,beitbridge,-22.2167,30.0,58.06,78,0,9.46,ZW,1686448211
390,labuan,5.2767,115.2417,84.56,74,20,2.3,MY,1686448211
391,chapaev,50.2,51.1667,72.79,33,100,5.97,KZ,1686448212
392,sinabang,2.4803,96.3801,82.71,80,100,4.88,ID,1686448212
393,selkirk,50.1436,-96.8845,69.94,63,8,8.43,CA,1686448212
394,cornedo vicentino,45.6131,11.3406,64.78,85,10,4.59,IT,1686448213
395,bairnsdale,-37.8333,147.6167,61.05,59,7,1.01,AU,1686448213
396,fort william,56.8165,-5.1121,61.3,90,100,3.69,GB,1686448214
397,akodia,23.3833,76.6,85.98,53,4,14.54,IN,1686448214
398,kawm umbu,24.4767,32.9463,84.65,26,0,10.78,EG,1686448214
399,la ronge,55.1001,-105.2842,75.42,31,75,10.36,CA,1686448215
400,chubek,37.6137,69.7061,82.47,26,0,0.56,TJ,1686448215
401,arraial do cabo,-22.9661,-42.0278,72.0,80,0,7.67,BR,1686448216
402,garden city,42.3256,-83.331,77.99,41,100,3.44,US,1686448216
403,kadi,23.3,72.3333,85.86,66,5,10.45,IN,1686448217
404,malanje,-9.5402,16.341,63.95,76,99,1.28,AO,1686448218
405,blackfoot,43.1905,-112.345,76.01,67,99,5.32,US,1686448121
406,houlton,46.1262,-67.8403,53.73,95,20,3.44,US,1686448218
407,huilong,31.8111,121.655,75.97,80,49,8.97,CN,1686448219
408,tabas,33.5959,56.9244,75.42,31,2,2.3,IR,1686448219
409,huarmey,-10.0681,-78.1522,70.25,83,49,10.71,PE,1686448220
410,khandud,36.9513,72.318,55.11,44,4,1.1,AF,1686448220
411,yuanping,38.7153,112.7575,77.86,22,99,1.97,CN,1686448221
412,bu'aale,1.0833,42.5833,72.23,97,96,4.97,SO,1686448221
413,paidha,2.4167,30.9855,60.04,89,100,4.52,UG,1686448221
414,claudio,-20.4433,-44.7658,58.59,67,0,2.77,BR,1686448222
415,bengkulu,-3.8004,102.2655,80.46,77,45,2.3,ID,1686448222
416,margate,51.3813,1.3862,67.3,73,28,1.99,GB,1686448222
417,les cayes,18.2,-73.75,79.0,89,10,3.38,HT,1686448223
418,nichinan,31.6,131.3667,71.28,97,100,5.3,JP,1686448223
419,colonia,50.9333,6.95,70.83,61,0,9.22,DE,1686448223
420,black point,-34.6187,137.8972,59.31,59,0,10.58,AU,1686448224
421,fedorovka,53.6314,62.7078,65.41,57,18,8.86,KZ,1686448224
422,papao,-17.75,-149.55,82.08,69,29,14.56,PF,1686448224
423,dunyapur,29.7995,71.7196,95.29,34,1,14.0,PK,1686448225
424,zaozersk,69.4005,32.4476,44.06,69,100,2.93,RU,1686448225
425,mahdia,35.5047,11.0622,71.55,87,3,12.48,TN,1686448225
426,kogalym,62.2654,74.4791,56.8,61,100,19.95,RU,1686448226
427,bardai,11.65,7.2333,75.81,74,80,9.06,NG,1686448226
428,kabompo,-13.5927,24.2008,54.86,57,4,2.37,ZM,1686448227
429,san salvador,13.6894,-89.1872,75.43,93,95,1.07,SV,1686448227
430,hadibu,12.65,54.0333,82.38,81,85,18.54,YE,1686448227
431,coron,11.9986,120.2043,83.35,83,100,10.87,PH,1686448228
432,hami,42.8,93.45,93.25,12,0,8.5,CN,1686448228
433,quepos,9.4236,-84.1652,77.07,84,100,6.49,CR,1686448229
434,tomatlan,19.9333,-105.25,78.58,78,55,6.58,MX,1686448230
435,klyuchi,52.2667,79.1667,62.24,58,3,7.11,RU,1686448032
436,dhidhdhoo,6.8833,73.1,84.06,78,100,17.13,MV,1686448231
437,brisas de zicatela,15.8369,-97.0419,86.52,70,75,3.44,MX,1686448231
438,sao tome,0.3365,6.7273,77.49,81,100,9.98,ST,1686448232
439,belel,7.05,14.4333,60.12,95,100,2.08,CM,1686448232
440,stony plain,53.5334,-114.0021,84.31,34,0,18.41,CA,1686448232
441,whitby,54.4877,-0.615,54.32,90,29,2.19,GB,1686448232
442,malango,-2.9627,119.9001,78.71,72,61,3.69,ID,1686448031
443,sandnessjoen,66.0217,12.6316,48.72,68,96,10.69,NO,1686448233
444,hanceville,34.0607,-86.7675,78.71,70,66,3.96,US,1686448233
445,tidjikja,18.5564,-11.4271,90.28,20,6,18.66,MR,1686448233
446,hilo,19.7297,-155.09,84.27,69,0,9.22,US,1686448126
447,dabeiba,7.0017,-76.2672,73.92,98,94,1.77,CO,1686448235
448,maceio,-9.6658,-35.7353,72.84,94,20,2.3,BR,1686448235
449,nelson bay,-32.7167,152.15,62.01,73,0,4.0,AU,1686448236
450,fortaleza,-3.7227,-38.5247,82.53,78,75,8.05,BR,1686448236
451,choibalsan,48.0667,114.5,67.71,51,23,12.06,MN,1686448236
452,aasiaat,68.7098,-52.8699,33.33,99,100,17.0,GL,1686448237
453,maych'ew,12.7875,39.5422,60.8,55,98,0.29,ET,1686448237
454,soto la marina,23.7667,-98.2167,81.18,84,50,10.92,MX,1686448237
455,monticello,45.3055,-93.7941,64.74,67,100,23.02,US,1686448238
456,konstantinovskoye,45.2992,42.6367,66.78,90,100,5.57,RU,1686448239
457,suva,-18.1416,178.4415,78.28,65,75,6.91,FJ,1686448240
458,marco island,25.9363,-81.7157,84.2,75,0,3.44,US,1686448057
459,akureyri,65.6835,-18.0878,44.53,57,20,6.91,IS,1686448049
460,talcahuano,-36.7167,-73.1167,44.28,93,2,4.61,CL,1686448241
461,santiago de cao,-7.9589,-79.2392,71.73,88,11,9.22,PE,1686448242
462,newman,37.3138,-121.0208,82.74,56,65,4.0,US,1686448073
463,yelizovo,53.1873,158.3805,69.94,30,40,11.18,RU,1686448077
464,roccella ionica,38.322,16.4009,68.04,80,79,5.19,IT,1686448242
465,burao,9.5221,45.5336,74.05,58,100,19.66,SO,1686448243
466,fort st. john,56.2499,-120.8529,67.89,60,75,9.22,CA,1686448094
467,charlestown,-32.95,151.6667,64.51,67,0,1.01,AU,1686448020
468,oroqen zizhiqi,50.5667,123.7167,73.51,48,16,3.58,CN,1686448244
469,chardara,41.2547,67.9692,78.06,28,66,18.05,KZ,1686448244
470,mawlamyinegyunn,16.3833,95.2667,84.88,71,90,9.42,MM,1686448244
471,assare,-6.8744,-39.875,76.66,60,90,5.95,BR,1686448245
472,torghay,49.6339,63.4981,71.8,30,0,3.18,KZ,1686448245
473,kidal,18.4411,1.4078,86.43,44,9,16.46,ML,1686448058
474,peniche,39.3558,-9.3811,62.46,95,1,1.81,PT,1686448246
475,guercif,34.2257,-3.3536,72.01,60,15,1.72,MA,1686448246
476,tayu,-6.5397,111.0518,84.67,61,43,8.61,ID,1686448246
477,butler,39.4501,-84.5666,73.62,50,0,5.75,US,1686448247
478,mogadishu,2.0371,45.3438,78.89,84,100,13.96,SO,1686448247
479,labrador city,52.9463,-66.9114,51.71,87,20,3.44,CA,1686448247
480,gokwe,-18.2048,28.9349,57.52,45,48,8.37,ZW,1686448247
481,tsiroanomandidy,-18.7667,46.0333,60.57,53,51,2.15,MG,1686448248
482,tofol,5.3248,163.0078,81.68,79,87,11.43,FM,1686448248
483,east london,-33.0153,27.9116,56.16,55,0,7.56,ZA,1686448248
484,las lomitas,-24.7096,-60.593,68.36,78,100,10.51,AR,1686448249
485,corowa,-36.0333,146.3833,55.58,82,0,2.86,AU,1686448250
486,yerofey pavlovich,53.9667,121.9667,76.03,39,3,5.48,RU,1686448250
487,chulakkurgan,43.765,69.1814,71.49,35,2,12.62,KZ,1686448250
488,cockburn town,21.4612,-71.1419,81.91,86,18,9.91,TC,1686448251
489,chistyye bory,58.3647,41.6278,38.48,81,7,3.96,RU,1686448251
490,antsiranana,-12.2787,49.2917,73.6,75,5,10.65,MG,1686448252
491,carutapera,-1.195,-46.02,76.08,92,34,5.79,BR,1686448253
492,shawano,44.7822,-88.609,59.34,91,100,12.68,US,1686448253
493,kuantan,3.8077,103.326,82.51,83,20,0.0,MY,1686448253
494,vernon,50.2581,-119.2691,78.3,52,97,1.14,CA,1686448253
495,bushehr,28.9684,50.8385,89.69,55,0,4.61,IR,1686448254
496,kingaroy,-26.5333,151.8333,69.69,40,1,7.78,AU,1686448254
497,chai badan,15.2,101.1333,86.86,63,94,13.38,TH,1686448255
498,kalabo,-14.97,22.6814,57.22,46,1,4.88,ZM,1686448255
499,mayqayyng,51.4625,75.7986,68.32,47,9,4.25,KZ,1686448255
500,kuala pilah,2.7389,102.2487,81.12,88,60,3.11,MY,1686448256
501,ust'-kut,56.7938,105.7672,63.79,92,100,5.7,RU,1686448256
502,acajutla,13.5928,-89.8275,82.02,79,100,2.8,SV,1686448257
503,siuna,13.7332,-84.7773,75.92,94,100,1.28,NI,1686448257
504,trairi,-3.2778,-39.2689,75.63,90,4,6.6,BR,1686448257
505,kabwe,-14.4469,28.4464,59.05,49,0,3.89,ZM,1686448258
506,saint-joseph,-21.3667,55.6167,70.18,77,26,10.56,RE,1686448258
507,kalmunai,7.4167,81.8167,82.74,72,70,4.09,LK,1686448259
508,temiskaming shores,47.4938,-79.7153,49.8,96,100,6.42,CA,1686448259
509,lospalos,-8.5186,127.0025,78.31,70,68,14.27,TL,1686448259
510,hengchun,22.0042,120.7439,84.16,74,100,4.41,TW,1686448260
511,flin flon,54.7682,-101.865,65.23,45,10,4.76,CA,1686448260
512,vicam,27.6333,-110.2833,87.91,26,1,9.33,MX,1686448261
513,lazaro cardenas,17.9583,-102.2,80.53,77,100,6.51,MX,1686448262
514,cajati,-24.7361,-48.1228,66.04,76,0,3.33,BR,1686448021
515,dampit,-8.2116,112.7493,80.24,68,67,4.18,ID,1686448263
516,lluta,-16.0147,-72.0142,49.82,37,0,1.95,PE,1686448263
517,bischofshofen,47.4167,13.2167,59.05,96,76,1.7,AT,1686448264
518,fonte boa,-2.4959,-66.2662,73.83,97,26,1.16,BR,1686448264
519,port augusta,-32.5,137.7667,63.72,43,0,14.12,AU,1686448052
520,ciudad melchor muzquiz,27.8833,-101.5167,86.34,41,57,3.65,MX,1686448265
521,jasrasar,28.298,74.8093,93.04,33,2,20.76,IN,1686448265
522,saarijarvi,62.7049,25.254,40.95,69,8,4.79,FI,1686448266
523,kuala tungkal,-0.8167,103.4667,81.95,74,11,7.2,ID,1686448266
524,olinda,-8.0089,-34.8553,76.73,83,20,6.91,BR,1686448266
525,dalandzadgad,43.5708,104.425,72.9,17,31,9.78,MN,1686448266
526,scarborough,54.2797,-0.4044,53.65,92,57,1.01,GB,1686448153
527,nadym,65.5333,72.5167,54.21,71,93,19.93,RU,1686448267
528,ar rahad,12.7167,30.65,77.67,63,100,7.99,SD,1686448268
529,crane,31.3974,-102.3501,89.91,13,9,8.59,US,1686448081
530,swakopmund,-22.6833,14.5333,52.99,90,0,1.99,NA,1686448268
531,ratnagiri,16.9833,73.3,84.52,75,93,14.34,IN,1686448269
532,barra de santo antonio,-9.4047,-35.5072,72.68,83,30,4.97,BR,1686448269
533,lompoc,34.6391,-120.4579,63.79,88,100,9.22,US,1686448269
534,hun,29.1268,15.9477,84.54,24,7,14.94,LY,1686448270
535,ceylanpinar,36.8472,40.05,74.84,43,0,6.93,TR,1686448270
536,kuta,-8.7233,115.1723,82.35,88,40,10.36,ID,1686448159
537,wuhai,39.6647,106.8122,79.45,15,0,16.4,CN,1686448271
538,sainte-anne-des-monts,49.124,-66.4924,49.87,87,100,5.75,CA,1686448271
539,tateyama,34.9833,139.8667,72.16,91,100,1.23,JP,1686448172
540,otjiwarongo,-20.4637,16.6477,54.82,32,0,6.91,NA,1686448272
541,murzuq,25.9155,13.9184,83.88,24,0,11.59,LY,1686448272
542,fada,9.5667,8.3,68.74,96,100,2.62,NG,1686448272
543,sarospatak,48.3167,21.5833,64.11,93,89,10.85,HU,1686448273
544,tocopilla,-22.092,-70.1979,62.71,78,9,5.88,CL,1686448087
545,machilipatnam,16.1667,81.1333,87.67,59,100,14.0,IN,1686448274
546,niquero,20.0431,-77.5828,80.91,83,85,10.78,CU,1686448274
547,okhotsk,59.3833,143.3,53.56,74,40,7.43,RU,1686448274
548,purpe,64.4803,76.6897,54.23,57,98,24.79,RU,1686448275
549,zhangatas,43.5667,69.75,71.1,39,2,15.12,KZ,1686448275
550,loboc,9.6383,124.0348,85.06,71,100,7.4,PH,1686448276
551,kaura namoda,12.5898,6.5779,84.13,55,99,11.72,NG,1686448277
552,kununurra,-15.7667,128.7333,84.18,39,89,5.75,AU,1686448050
553,san marcos,33.1434,-117.1661,65.52,84,100,11.5,US,1686448064
554,anori,-3.7728,-61.6442,74.19,97,87,1.54,BR,1686448278
555,mpika,-11.8343,31.4529,56.91,71,32,4.83,ZM,1686448278
556,hasaki,35.7333,140.8333,72.28,91,100,6.76,JP,1686448059
557,vilyuysk,63.7553,121.6247,74.1,62,100,8.5,RU,1686448049
558,aykhal,66.0,111.5,35.28,95,100,24.74,RU,1686448084
559,sungho 1-tong,38.9914,125.9778,75.24,55,2,0.51,KP,1686448279
560,krasnystaw,50.9846,23.1742,57.4,87,100,14.0,PL,1686448280
561,shakawe,-18.3667,21.85,57.87,34,44,5.17,BW,1686448066
562,gemena,3.25,19.7667,70.23,94,100,1.01,CD,1686448280
563,moyale,3.5167,39.0584,65.39,80,100,9.13,KE,1686448038
564,nema,57.5067,50.5011,40.32,73,4,6.76,RU,1686448281
565,holualoa,19.6228,-155.9522,78.64,86,75,13.8,US,1686448282
566,al majaridah,19.1236,41.9111,88.68,50,49,2.28,SA,1686448282
567,xining,36.6167,101.7667,65.86,37,100,4.72,CN,1686448283
568,chamonix-mont-blanc,45.9238,6.8693,57.99,91,34,1.12,FR,1686447998
569,kudahuvadhoo,2.6708,72.8944,84.22,74,100,11.52,MV,1686448284
570,krasnyy kholm,58.0607,37.1203,38.34,75,4,5.75,RU,1686448284
571,shingu,33.7333,135.9833,69.58,98,100,5.48,JP,1686448284
572,betio village,1.358,172.9211,89.64,73,17,9.78,KI,1686448285
573,nurota,40.5614,65.6886,76.33,24,14,17.74,UZ,1686448286
574,yeed,4.55,43.0333,74.57,66,61,14.5,SO,1686448286
575,soverato marina,38.685,16.5499,69.15,86,92,7.76,IT,1686448286
576,gouyave,12.1646,-61.7296,81.37,83,20,21.85,GD,1686448288
577,la passe,45.5549,-0.8967,65.98,89,87,6.02,FR,1686448288
578,sitka,57.0531,-135.33,55.29,71,75,6.91,US,1686448288
579,kantunilkin,21.0917,-87.45,75.99,97,87,2.13,MX,1686448289
580,lewiston orchards,46.3804,-116.9754,80.51,46,0,3.44,US,1686448169
581,comodoro rivadavia,-45.8667,-67.5,40.86,48,0,11.5,AR,1686448174
582,oranjemund,-28.55,16.4333,52.52,91,0,1.05,NA,1686448290
583,emerald,-23.5333,148.1667,72.34,44,0,7.14,AU,1686448290
584,batang,-6.4846,110.7083,85.37,59,25,5.1,ID,1686448290
585,dengzhou,37.8086,120.7508,68.59,68,6,8.43,CN,1686448291
586,bloemhof,-27.6469,25.607,44.58,44,0,5.37,ZA,1686448291
587,sarmiento,-45.5882,-69.07,34.93,66,4,9.6,AR,1686448085
588,saldanha,-33.0117,17.9442,55.29,89,0,8.77,ZA,1686448292
589,el calafate,-50.3408,-72.2768,32.94,74,8,10.31,AR,1686448292
590,beau vallon,-20.4189,57.6953,71.22,88,40,3.44,MU,1686448079
591,codajas,-3.8367,-62.0569,74.01,98,78,2.3,BR,1686448293
592,ponta delgada,37.7333,-25.6667,61.52,77,20,6.91,PT,1686448084
593,bykovo,55.6361,38.0803,46.81,73,0,8.95,RU,1686448294
594,dumai,1.6833,101.45,83.95,67,72,4.18,ID,1686448294
595,pelabuhanratu,-6.9875,106.5514,81.61,75,95,2.42,ID,1686448294
596,pailon,-17.65,-62.75,76.1,77,75,8.88,BO,1686448295
